-0.009101,0.000000,0.989766,0.001571,-0.023911,0.004538
0.008140,-0.001432,0.987373,-0.008901,-0.000175,0.008203
0.009581,-0.002873,0.991678,-0.025656,-0.045379,-0.013090
0.003354,-0.008620,1.003171,-0.031241,0.032289,-0.021118
-0.002393,-0.012454,0.981626,-0.023562,-0.004538,-0.010123
0.000961,-0.001432,0.990246,-0.016057,-0.041539,0.038572
-0.001912,-0.009101,1.000298,-0.035256,-0.005411,-0.026180
-0.010532,-0.003834,0.993119,0.028449,-0.032289,0.059516
0.007659,-0.002393,0.997425,0.014835,-0.044331,0.042935
0.006227,-0.001432,0.991197,-0.023387,0.033859,0.003316
-0.015328,0.000000,0.989766,-0.017104,-0.054629,0.034558
0.003834,0.000481,0.995032,0.010472,-0.007679,0.045553
-0.018672,-0.009101,0.982577,-0.033685,-0.003491,0.026354
-0.010052,0.005747,0.993119,-0.006458,-0.048520,0.047473
0.001432,-0.008140,0.973957,-0.039095,-0.004014,0.039270
-0.003354,-0.013406,0.975399,-0.001222,-0.065450,0.080634
-0.002393,-0.003354,0.983538,-0.008203,-0.025307,0.037699
-0.006227,-0.004305,0.992639,-0.069115,0.010647,-0.010297
-0.003354,-0.011974,0.994071,-0.040317,-0.007679,-0.014661
0.002393,-0.001432,0.982097,-0.051313,0.000524,-0.005411
-0.002873,-0.005747,0.994551,-0.060737,-0.001396,-0.021642
0.005747,-0.009101,1.002210,-0.013265,-0.036826,0.028449
0.002873,0.003834,0.979704,-0.026354,0.028449,-0.017104
0.000481,-0.000961,0.997905,-0.000698,-0.066846,-0.003142
0.006708,0.002393,0.990246,0.018850,-0.048171,0.021991
0.002873,-0.009101,0.991197,-0.025482,0.048695,-0.015010
0.005747,-0.003354,0.997425,0.001920,-0.041190,0.029496
0.008620,-0.008140,0.997425,-0.057072,0.032987,-0.017802
0.002393,0.001912,0.988324,-0.016755,0.031590,-0.002094
-0.004786,0.002873,0.982097,-0.011519,-0.044331,-0.019373
-0.006708,-0.007178,1.000298,-0.047647,-0.048869,0.039968
0.000961,-0.013886,0.998856,0.004887,-0.080460,0.015010
0.000961,-0.003834,0.978753,-0.040317,0.020071,0.022340
0.005747,-0.002393,0.991678,-0.042237,-0.006981,-0.003142
-0.010532,0.004786,0.988324,-0.019897,0.007679,-0.005411
-0.005266,-0.009581,0.988804,-0.042935,0.015359,-0.049742
0.010052,0.004305,1.003171,0.019897,-0.023911,0.060912
0.006227,-0.008620,0.981146,0.014312,-0.074526,0.033685
-0.005266,-0.007659,0.989766,0.013265,0.010821,-0.039270
0.012454,-0.005266,0.978753,0.001222,-0.028274,0.040317
0.011974,-0.003834,0.990246,-0.010821,0.027227,-0.012741
-0.002393,-0.004305,0.998856,-0.036303,0.016057,-0.020595
0.000481,0.006708,0.993119,-0.018151,-0.038921,0.018500
0.002873,0.000000,0.988804,-0.016057,0.020944,-0.029147
0.003354,-0.009581,0.987843,0.037176,-0.018500,0.043284
0.022987,-0.006227,0.989766,-0.010472,0.008552,-0.001396
0.003354,-0.000481,0.989766,-0.025831,-0.006109,0.027925
-0.008140,0.000481,0.993590,-0.023911,-0.002094,0.026005
-0.006708,-0.007659,0.989766,-0.039095,-0.001047,-0.012392
0.002873,-0.003354,0.992639,-0.060563,0.006458,-0.042586
-0.003834,-0.005266,0.992639,-0.039619,-0.018850,0.010472
-0.000481,-0.004786,0.995512,-0.032987,-0.007679,-0.000873
0.007178,-0.016279,0.994551,0.012741,-0.038048,-0.018151
0.006708,-0.003834,0.986892,0.003316,-0.003665,0.029496
-0.004786,0.000000,1.000778,-0.027227,0.046949,-0.052185
0.006227,-0.006708,0.992639,-0.004538,-0.043633,-0.001396
0.001912,-0.010532,0.998856,0.004014,0.013614,-0.003142
-0.008140,-0.010532,0.990246,-0.032987,0.027227,-0.043982
0.011493,-0.009581,0.983058,-0.035081,-0.056025,0.013788
-0.010532,0.005747,0.991678,-0.028623,0.042761,0.001920
0.004305,-0.003354,0.989766,-0.012741,-0.012741,-0.000175
-0.000481,-0.006708,0.987373,-0.013090,-0.005061,0.023911
0.001912,-0.007178,0.999337,-0.038921,0.025133,-0.031241
0.004305,-0.013886,0.983058,0.014835,-0.040666,-0.012566
0.006227,-0.010532,0.984499,-0.036128,-0.046251,0.016232
0.000961,0.003834,0.992158,-0.063355,0.003840,0.020944
-0.011974,-0.007659,0.990717,-0.001920,-0.032987,-0.023038
-0.000961,0.003834,0.994071,-0.049567,0.038223,-0.030194
-0.004305,-0.007178,0.987843,-0.013265,0.030194,0.070686
0.006227,-0.014367,0.995993,-0.020769,-0.019199,0.014835
0.003834,0.006227,0.988324,-0.024435,0.012043,-0.020595
0.000481,-0.004786,0.986412,-0.039444,-0.006109,0.043633
-0.003354,-0.011493,0.983538,-0.013265,-0.003142,0.014312
0.009581,0.011493,0.996463,-0.054978,0.060737,-0.022864
0.009101,0.002393,0.989766,-0.005411,-0.048346,-0.002618
0.000000,0.002873,0.994071,-0.001396,-0.008029,-0.030020
-0.004786,-0.012925,1.005084,-0.036303,-0.041015,0.023387
-0.001432,-0.003834,1.001259,0.007330,0.009076,0.013265
0.001432,-0.002393,0.984019,-0.054280,0.003665,0.008203
-0.005266,-0.001912,0.991197,-0.007156,-0.032289,0.051487
0.010052,-0.010052,0.999337,-0.043982,-0.030194,0.043633
0.011013,-0.009581,0.985931,-0.031940,0.026529,-0.037874
0.009581,0.000481,0.994071,-0.012741,-0.018675,0.024086
-0.002393,0.002393,0.983538,0.000349,-0.020769,0.014661
