-0.001912,0.016279,0.962944,-0.047997,0.026005,-0.009076,-0.008578,0.143358,0.046967
-0.047405,-0.036392,1.376187,0.135612,0.150273,0.211883,0.193343,0.148741,0.333931
0.025380,0.002393,0.973957,-0.052360,-0.002967,-0.008727,0.185111,0.098043,0.140661
-0.001912,0.037354,0.987843,-0.147480,-0.030892,0.026529,0.210764,0.148284,0.108465
0.254267,0.179089,1.140602,-0.267210,-0.065624,0.339816,0.534492,0.001896,-0.111538
-0.121622,0.219787,1.114741,0.084648,0.019199,0.554666,1.062284,0.247968,-0.000890
-0.102470,-0.052191,0.860955,0.147655,0.047647,0.242426,1.293292,0.297599,0.210721
0.061772,-0.151797,0.905487,0.026354,0.030369,0.124791,1.411618,0.147180,0.165994
0.044532,0.035912,1.052008,0.345924,0.010996,0.575086,1.958698,0.586337,0.016685
0.338065,-0.668941,0.706285,0.384671,-0.147829,0.262148,2.206292,0.781634,-0.212227
0.092898,0.096723,1.224399,0.054105,-0.153764,-0.264417,1.951741,0.962474,-0.495802
-0.233192,0.001432,1.072122,-0.024086,-0.274191,0.037525,1.983187,0.926261,-0.567183
-0.039266,0.127849,1.040995,0.464607,-0.115366,-0.074176,1.908924,1.543233,-0.597657
0.041659,0.037354,1.187526,0.907397,-0.823795,-0.113446,1.771809,2.443640,-1.564533
0.067999,-0.143648,1.402998,0.672999,-0.256389,-0.517665,1.273055,2.910615,-1.812893
0.112051,0.099596,1.356554,0.493754,-0.133692,-0.408756,0.874042,3.471233,-2.092159
-0.088103,0.146521,1.080261,1.491733,-0.291994,-0.377340,0.493504,5.006976,-2.181512
0.017721,0.236066,1.049616,2.393894,-0.382751,-0.567756,-0.090172,7.495816,-2.454396
0.059860,0.155141,1.028551,2.838603,-0.436681,-0.944921,-1.053110,10.389779,-2.840114
0.170950,0.373977,0.938526,3.270572,-0.406138,-0.990125,-2.066922,13.713515,-3.118239
0.093850,0.168076,1.136287,3.407406,-0.665843,-1.007230,-3.152437,16.842101,-3.529186
0.051240,0.273900,1.143946,2.819754,-0.465828,-1.150521,-4.321576,19.425066,-3.555430
0.021545,0.384509,0.774765,2.736851,-0.482758,-0.801979,-5.209145,22.258900,-3.658941
0.011013,0.378762,0.467826,3.188018,-0.467574,-1.018923,-6.287762,25.537220,-3.644747
0.037824,0.467826,0.392648,3.343527,0.168075,-0.858702,-6.952140,28.932762,-3.129392
-0.010052,0.381155,0.705814,3.436379,0.088314,-1.078090,-7.785683,32.217326,-2.346775
0.047405,0.396002,0.854247,3.338466,-0.038572,-1.104619,-8.673730,35.263423,-1.804317
0.117317,0.378762,0.943311,2.856406,-0.700575,-1.032711,-9.857867,37.866528,-1.809246
0.162810,0.538218,0.699106,2.678557,-0.530580,-0.598299,-10.622642,40.436902,-2.029933
0.156102,0.669422,0.497511,2.451664,-0.475428,-0.275762,-11.126765,42.928453,-2.286856
0.084278,0.687132,0.419460,2.702817,-0.753459,0.068591,-11.589303,45.677429,-2.881934
-0.050279,0.645954,0.428080,2.784324,-0.765327,-0.013963,-12.138237,48.498642,-3.279673
-0.117317,0.591851,0.668460,2.717652,-0.663749,-0.040492,-12.639052,51.026519,-3.512933
-0.138862,0.540611,0.800144,2.168746,-0.617672,-0.339816,-13.294284,53.009132,-3.530671
-0.073746,0.643561,0.740765,1.765750,-0.362156,-0.386939,-13.781954,54.594771,-3.352429
0.011974,0.720181,0.653142,1.411797,-0.240157,-0.257960,-14.101730,55.821637,-3.226694
0.080444,0.754171,0.612916,1.066222,-0.178722,-0.289376,-14.388841,56.712914,-3.135091
0.113963,0.808284,0.508524,0.934973,-0.335278,-0.150971,-14.739763,57.676571,-3.362879
0.117317,0.801095,0.540611,0.692372,-0.384322,-0.107687,-15.101848,58.282571,-3.631689
0.135508,0.776196,0.668460,0.368439,-0.226020,-0.022340,-15.288603,58.510600,-3.786027
0.093369,0.763271,0.782424,-0.013788,-0.185005,0.075224,-15.392631,58.363856,-3.951154
0.040227,0.742206,0.764713,-0.497070,0.363378,-0.122697,-15.149782,57.733460,-3.652719
-0.007659,0.823131,0.675639,-0.922930,0.692721,-0.153240,-14.664135,56.693715,-3.099630
-0.010532,0.837488,0.563117,-1.372701,1.112298,-0.240681,-13.911879,55.319890,-2.134613
0.003834,0.825524,0.586575,-1.823869,1.444085,-0.212756,-12.909146,53.489891,-1.002021
0.014847,0.789131,0.720651,-2.218313,1.755801,-0.237714,-11.717520,51.218226,0.200656
-0.030165,0.705333,0.933260,-2.884331,2.001718,-0.397062,-10.502807,48.341500,1.730650
-0.057457,0.659840,1.030944,-3.685437,2.361081,-0.585732,-9.253290,44.737825,3.688332
-0.138382,0.738372,0.938045,-4.365767,2.913304,-0.834791,-7.960463,40.544403,6.329029
-0.129762,0.806842,0.645954,-4.365767,3.600789,-0.823272,-6.395701,36.767211,9.500264
-0.176216,0.783865,0.534384,-4.365767,3.364995,-0.979653,-5.276994,32.991740,12.667184
-0.204939,0.654574,0.509485,-4.167846,2.778739,-1.166404,-4.803917,29.305053,15.516989
-0.023938,0.581309,0.501826,-4.365767,2.858326,-1.836610,-5.072468,25.220773,18.632021
-0.536777,0.292572,0.795829,-4.079358,4.020540,-0.623606,-4.048828,21.646755,22.550370
-0.495118,0.194407,0.897828,-3.499734,3.895575,-1.337795,-4.039307,18.177005,26.573883
-0.485066,0.293533,0.763271,-3.596076,4.365592,-1.826138,-4.559318,14.581881,31.184829
-0.490332,0.262406,0.722574,-3.002315,4.365592,-1.666789,-5.175974,11.528208,35.633201
-0.419460,0.420421,0.672775,-2.898468,4.244292,-1.169371,-5.523642,8.702228,39.737065
-0.586575,0.144128,0.724486,-2.635098,3.764675,-0.900415,-5.903324,6.060815,43.291607
-0.738853,0.027292,0.737892,-2.119528,3.845658,-0.858877,-6.787661,3.301723,47.084127
-0.799664,-0.019633,0.754171,-2.029818,3.833092,-0.823272,-8.011358,0.317795,50.712854
-0.754171,-0.041659,0.755612,-1.846733,3.869744,-0.953997,-9.706939,-2.827296,54.214237
-0.736931,0.054584,0.640208,-1.754405,3.398854,-0.684169,-11.120220,-5.603185,57.259375
-0.737892,-0.009101,0.484586,-1.515295,2.836684,-0.592714,-12.531260,-8.156006,59.808155
-0.795359,-0.101038,0.466394,-1.076519,2.126858,-0.356745,-14.210008,-10.733169,61.652812
-0.783865,-0.094330,0.473092,-0.800059,1.623505,-0.160745,-15.227106,-12.402145,62.975864
-0.819297,-0.119710,0.541572,-0.652579,0.840376,-0.006981,-15.641706,-13.393358,63.604834
-0.812118,-0.129291,0.502787,-0.437030,0.091979,-0.030543,-15.776583,-13.934504,63.541490
-0.888728,-0.110129,0.382597,-0.490612,-0.043284,-0.059865,-15.989735,-14.614192,63.615983
-0.930386,-0.135989,0.423294,-0.391652,-0.131772,0.010297,-16.193691,-15.232130,63.566389
-0.915068,-0.120190,0.417548,-0.368090,-0.121300,-0.048695,-16.340085,-15.736698,63.570156
-0.901182,-0.135989,0.458726,-0.236143,-0.505273,-0.023387,-16.155946,-15.809169,62.963795
-0.833183,-0.096723,0.403181,-0.253596,-0.663923,0.087616,-15.256886,-15.168674,62.448942
-0.849942,-0.135038,0.457774,-0.171566,-0.779290,0.116937,-14.700466,-14.859548,61.626455
-0.883461,-0.134557,0.416116,-0.139801,-1.053830,0.207345,-13.928321,-14.353341,60.833757
-0.932299,-0.162810,0.426648,-0.041713,-1.167102,0.062483,-13.440176,-14.017271,59.892277
-0.894955,-0.134077,0.469739,0.036652,-1.335700,-0.055152,-13.081070,-13.714336,58.778041
-0.845157,-0.164722,0.591370,0.017453,-1.574985,-0.137357,-12.708617,-13.398289,57.157474
-0.792005,-0.138862,0.640208,0.181514,-2.254791,-0.215548,-12.170824,-12.770825,54.893049
-0.710119,-0.072785,0.668460,0.411200,-3.359235,-0.191288,-11.241235,-11.593448,51.619547
-0.712992,-0.075178,0.716346,0.504226,-4.365767,-0.213105,-10.239214,-10.303697,47.389977
-0.797271,-0.046444,0.715385,0.484503,-4.365767,-0.054454,-9.124052,-8.921353,43.331464
-0.854728,-0.181962,0.735018,0.371581,-4.365767,0.002618,-8.376395,-8.135606,39.373974
-0.744119,-0.248520,0.860955,0.310494,-4.365767,-0.336499,-8.195649,-7.874818,35.244001
-0.672775,-0.189621,0.899741,0.134914,-4.365767,-0.415039,-8.104191,-7.839245,31.136990
-0.567423,-0.198722,0.800144,-0.102102,-4.365767,-0.564614,-8.139902,-8.078295,27.057771
-0.318432,-0.022506,0.729752,-0.170868,-4.365767,-0.690801,-8.133572,-8.100999,22.764549
-0.190102,0.002393,0.777638,-0.205774,-4.365767,-0.465305,-7.924740,-8.113174,18.459165
-0.171420,-0.110609,0.969652,-0.304211,-4.365767,-0.157429,-7.450899,-8.238295,14.149248
-0.114924,-0.158976,1.067817,-0.371406,-4.365767,0.081856,-6.754974,-8.451962,9.865798
0.016760,-0.136469,1.132933,-0.552571,-4.365767,0.037176,-6.081512,-8.860291,5.579917
0.066558,-0.145570,0.927993,-0.626573,-4.365767,0.112225,-5.312457,-9.411531,1.306943
0.279166,-0.098165,0.944753,-0.769865,-4.365767,0.121126,-4.490170,-10.120357,-2.952763
0.294964,-0.097204,0.816904,-0.701273,-4.365767,0.167552,-3.572973,-10.833529,-7.193777
0.314597,-0.255218,0.814030,-0.783653,-4.365767,0.245393,-2.500081,-11.832069,-11.386403
0.361042,-0.313166,0.780992,-0.909666,-4.365767,-0.099484,-1.649505,-13.005766,-15.604603
0.470700,-0.193456,0.761359,-0.864636,-4.365767,-0.498292,-1.106147,-14.006103,-19.932905
0.564078,-0.173342,0.754651,-0.893260,-4.365767,-0.619068,-0.595330,-15.037822,-24.277563
0.731664,-0.052191,0.998856,-0.353429,-4.255113,-1.032886,-0.520384,-15.298890,-28.585105
0.598549,-0.177167,0.664155,-0.150447,-4.174479,-0.931831,-0.282162,-15.558018,-32.814893
0.648828,-0.233192,0.566471,-0.355524,-3.316824,-1.060811,-0.383397,-15.880254,-36.275143
0.745080,-0.154661,0.509004,-0.115192,-2.965314,-0.969181,-0.519215,-15.907722,-39.399678
0.766145,-0.184836,0.434788,-0.049044,-2.061059,-0.940209,-0.919053,-15.715530,-41.682515
0.899741,-0.154190,0.423775,-0.085696,-0.914029,-0.630587,-1.369390,-15.502631,-42.839955
0.953854,-0.146521,0.435749,0.100182,-0.175231,-0.532849,-1.970142,-15.002883,-43.294718
0.916020,-0.121151,0.479800,0.075049,-0.067195,-0.554491,-2.655565,-14.455422,-43.652383
0.846588,-0.059860,0.488420,0.079063,-0.067719,-0.532325,-3.352185,-13.868718,-44.000259
0.799183,-0.103911,0.519066,0.102276,0.047997,-0.323759,-3.802988,-13.443482,-44.189523
0.785297,-0.127369,0.381636,0.233351,0.611738,-0.238936,-4.278480,-12.904892,-43.834430
0.877234,-0.126888,0.477878,0.134216,1.234995,-0.214501,-4.900406,-12.356822,-42.896144
0.833663,-0.072304,0.447713,0.339292,1.442166,-0.138230,-5.476660,-11.636691,-41.748254
0.727359,-0.131684,0.476446,0.416785,2.005209,-0.060039,-6.026941,-10.899113,-40.052538
0.637815,-0.137911,0.391687,0.474206,3.091153,-0.174882,-6.888738,-9.942823,-37.354825
0.490813,-0.106785,0.499433,0.551873,4.365592,-0.130376,-7.851078,-8.891174,-33.446956
0.536777,-0.094811,0.741245,0.386241,4.365592,0.010297,-8.620279,-8.048710,-29.498276
0.641649,-0.060331,0.919373,0.474730,4.365592,0.148353,-9.146409,-7.269039,-25.520872
0.564078,-0.133115,0.818816,0.370708,4.365592,0.289725,-9.393176,-6.847871,-21.542286
0.382597,-0.040227,0.893033,0.376468,4.365592,0.463210,-9.504306,-6.290667,-17.442787
0.276773,-0.065597,1.001259,0.307352,4.365592,0.454658,-9.559836,-5.848391,-13.150186
0.276293,-0.124976,1.132933,0.173660,4.365592,0.474206,-9.505416,-5.815880,-9.111656
0.299279,-0.069912,1.092235,0.130900,3.860145,0.518537,-9.391779,-5.646552,-5.588496
0.288737,-0.022506,1.071641,0.101055,2.991320,0.546114,-9.159144,-5.489550,-2.878717
0.234634,-0.015799,0.968691,0.062134,2.305231,0.513301,-8.884868,-5.366635,-0.824457
0.181482,0.042139,0.909322,0.111177,1.949358,0.783827,-8.314541,-5.145615,0.939376
-0.125456,-0.122103,1.064943,-0.664098,1.870120,0.604931,-7.913540,-5.808647,2.950640
0.185306,0.126888,0.645954,-0.094422,2.145882,0.569501,-7.573397,-5.750112,4.895261
-0.095772,0.080444,0.857601,0.764280,1.132544,0.349939,-7.323821,-4.811676,6.025558
-0.127849,-0.075658,0.997905,0.711396,0.953299,0.330042,-7.070957,-4.039091,7.131966
-0.114444,-0.072304,0.973957,0.524471,0.635998,0.475951,-6.666414,-3.566286,7.593401
0.178609,-0.200634,0.945714,1.289624,1.499587,1.239707,-5.561887,-2.259167,8.907119
-0.078532,-0.311243,0.839410,2.489189,-0.578577,1.742886,-3.904813,0.174349,8.351203
-0.689535,0.710119,1.961271,-1.840450,4.365592,-0.882613,-4.786690,-1.573989,12.585656
-0.198241,0.013406,0.939967,-0.474380,2.247286,0.377340,-4.440384,-1.765494,14.681693
-0.207813,-0.115875,-0.052672,0.618894,-0.729024,0.409105,-4.042957,-1.164342,14.161993
-0.087152,-0.104392,0.713473,-0.165283,-0.261974,-0.057945,-4.127069,-1.470539,13.777880
0.098645,0.019152,0.976831,-0.273842,0.911935,-0.100007,-4.243788,-1.735799,14.459505
-0.166154,0.004305,1.032856,0.015533,-0.428827,0.106116,-4.110957,-1.626688,13.880982
-0.033039,-0.006227,1.022324,0.064752,-0.179420,0.034558,-4.067526,-1.535621,13.527199
-0.062253,-0.010532,0.999337,-0.034034,0.258309,0.017104,-4.053402,-1.547857,13.588823
-0.116836,-0.017721,0.978272,-0.054803,0.121824,-0.007854,-4.060951,-1.588365,13.519905
-0.080924,-0.009581,0.981626,0.046600,-0.201760,0.025831,-4.025275,-1.514837,13.144639
