-0.005747,-0.008620,0.994551,-0.060912,0.039619,-0.023736
-0.002873,-0.002393,0.999817,-0.037525,-0.025656,-0.005236
-0.013406,-0.010052,0.988804,0.019024,-0.011170,0.001571
0.002393,0.001432,0.995512,-0.065101,0.032987,-0.038572
-0.005747,-0.005266,0.991197,-0.014312,0.012043,0.007156
-0.000481,0.000961,0.989766,-0.090059,-0.003840,-0.016057
0.000000,-0.008620,0.994071,-0.052360,0.015533,-0.005411
-0.021545,-0.009101,0.984970,-0.003316,-0.081158,-0.011519
-0.003354,0.006708,0.982097,-0.026878,0.036652,0.020595
0.007659,-0.004305,0.997425,-0.024435,0.026878,0.022166
0.001432,0.010532,1.004603,-0.037699,-0.004538,-0.011519
-0.005747,-0.007178,0.981626,-0.031416,0.044855,0.026180
0.005747,0.005266,0.984970,0.001396,0.017453,0.012915
-0.007178,-0.007659,0.990717,-0.070686,0.005934,-0.017453
0.006227,-0.004305,0.999817,-0.008029,-0.023911,0.084125
0.000000,-0.008140,0.984499,-0.008727,-0.063355,-0.020944
0.000000,0.000961,0.979704,-0.042586,-0.020769,-0.039794
-0.004786,-0.012925,0.991678,0.025656,-0.012915,-0.038048
0.001432,-0.003354,0.981626,-0.035256,0.035954,-0.002269
0.003354,0.000481,1.002691,0.026529,-0.056549,0.044157
-0.009101,-0.015799,0.980184,-0.013788,-0.058469,0.034034
0.008620,-0.003354,0.984499,-0.040666,0.005934,-0.057596
-0.003354,-0.008140,0.991197,-0.012217,-0.014835,-0.017802
0.000961,-0.006708,0.999817,0.017453,-0.000698,-0.021817
-0.004786,0.002873,0.983538,-0.043633,0.004014,-0.037176
0.001432,-0.014367,0.982097,0.023562,-0.048171,0.016057
-0.000961,-0.001432,0.982577,-0.036128,0.049218,-0.052709
0.020594,0.000961,0.986412,-0.019199,-0.056374,-0.013265
0.004305,0.004305,0.986892,0.016581,-0.024435,-0.020769
0.002873,0.006227,0.980665,-0.050440,0.026005,-0.005061
-0.002393,-0.004786,0.992158,0.024784,0.005236,0.006283
0.010052,-0.001912,0.990717,-0.042062,-0.023562,-0.013963
0.004786,0.002873,0.988804,-0.060039,0.018850,-0.058643
0.004305,-0.008140,0.990246,0.032289,-0.072780,0.016755
0.050759,-0.027292,0.983538,-0.030718,-0.004712,0.003142
-0.005266,-0.016760,0.997905,0.027053,-0.042761,0.021642
