aX, aY, aZ, gX, gY, gZ, mX, mY, mZ, imu_degC, gps_Date,                             gps_time, gps_Lat, gps_Long, gps_Alt, gps_SIV, gps_FixType,                             gps_GroundSpeed, gps_Heading, gps_pDOP, category, LOI
, , , , , , , , , , 60.0, , 0.000000, 0.000000, 60.000000, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 60.0, 員, 0.000006, 0.000000, 60.000000, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , output_Hz, 員, 0.000000, 0.000000, 60.000000, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 0.0, 員, 0.000000, 0.000000, 0.000000, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 200.0, 員, 0.000000, 0.000000, 200.000000, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 100.0, 員, 0.000000, 0.000000, 100.000000, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 80.0, 員, 0.000000, 0.000000, 80.000000, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 71.429, 員, 0.000000, 0.000000, 71.429001, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 75.0, 員, 0.000000, 0.000000, 75.000000, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 70.0, 員, 0.000000, 0.000000, 70.000000, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 66.667, 員, 0.000000, 0.000000, 66.667000, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 69.231, 員, 0.000000, 0.000000, 69.231003, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 66.667, 員, 0.000000, 0.000000, 66.667000, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 64.706, 員, 0.000000, 0.000000, 64.706001, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 66.667, 員, 0.000000, 0.000000, 66.667000, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 65.0, 員, 0.000000, 0.000000, 65.000000, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 63.636, 員, 0.000000, 0.000000, 63.636002, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 65.217, 員, 0.000000, 0.000000, 65.217003, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 64.0, 員, 0.000000, 0.000000, 64.000000, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 62.963, 員, 0.000000, 0.000000, 62.963001, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 64.286, 員, 0.000000, 0.000000, 64.286003, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 63.333, 員, 0.000000, 0.000000, 63.333000, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 62.500, 員, 0.000000, 0.000000, 62.500000, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 63.636, 員, 0.000000, 0.000000, 63.636002, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 62.857, 員, 0.000000, 0.000000, 62.856998, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 62.162, 員, 0.000000, 0.000000, 62.161999, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 63.158, 員, 0.000000, 0.000000, 63.158001, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 62.500, 員, 0.000000, 0.000000, 62.500000, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 61.905, 員, 0.000000, 0.000000, 61.904999, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 62.791, 員, 0.000000, 0.000000, 62.791000, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 62.222, 員, 0.000000, 0.000000, 62.222000, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 61.702, 員, 0.000000, 0.000000, 61.702000, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 62.500, 員, 0.000000, 0.000000, 62.500000, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 62.0, 員, 0.000000, 0.000000, 62.000000, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 61.538, 員, 0.000000, 0.000000, 61.537998, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 62.264, 員, 0.000000, 0.000000, 62.264000, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 61.818, 員, 0.000000, 0.000000, 61.818001, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 61.404, 員, 0.000000, 0.000000, 61.403999, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
, , , , , , , , , , 62.069, 員, 0.000000, 0.000000, 62.069000, 0, 6, 0.000000, 0.000000, 0.000000, unknown, unknown
