aX, aY, aZ, gX, gY, gZ, mX, mY, mZ, imu_degC, gps_Date,                             gps_time, gps_Lat, gps_Long, gps_Alt, gps_SIV, gps_FixType,                             gps_GroundSpeed, gps_Heading, gps_pDOP, category, LOI
-183.589996, -77.639999, -986.820007, -2.440000, 0.020000, 0.560000, 26.250000, -37.349998, -51.150002, 33.160000, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-189.940002, -73.730003, -994.630005, -1.400000, 0.080000, 1.070000, 27.750000, -37.799999, -52.200001, 33.060001, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-200.679993, -70.800003, -985.349976, -0.090000, -0.500000, -0.420000, 25.350000, -38.250000, -50.549999, 33.250000, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-187.500000, -66.889999, -989.260010, -1.790000, 0.930000, 0.350000, 26.700001, -37.950001, -50.549999, 33.250000, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-189.449997, -88.870003, -989.260010, -2.820000, -0.440000, -0.980000, 26.400000, -36.750000, -52.349998, 33.250000, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-185.550003, -80.570000, -987.299988, 1.250000, -0.440000, -3.090000, 25.650000, -37.200001, -51.000000, 33.439999, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-181.639999, -69.820000, -990.229980, -1.750000, 2.820000, 1.800000, 26.549999, -37.349998, -52.200001, 33.110001, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-189.940002, -66.410004, -997.070007, -1.180000, 1.490000, -1.630000, 25.350000, -38.700001, -50.549999, 33.160000, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-191.889999, -69.339996, -981.450012, -1.150000, 4.430000, 0.400000, 24.750000, -37.049999, -50.700001, 33.349998, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-195.309998, -64.940002, -987.789978, 0.610000, -2.790000, 3.780000, 24.750000, -37.349998, -51.450001, 33.299999, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-200.199997, -80.080002, -979.979980, -1.310000, 2.480000, -1.200000, 25.350000, -36.000000, -51.599998, 33.250000, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-189.940002, -75.199997, -990.719971, -2.880000, -0.470000, -0.310000, 26.400000, -37.950001, -51.000000, 33.439999, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-187.990005, -70.309998, -989.750000, -4.270000, 0.150000, -1.320000, 26.100000, -37.500000, -52.349998, 33.639999, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-191.410004, -74.709999, -988.770020, -0.450000, 0.530000, 1.270000, 25.350000, -37.950001, -53.549999, 33.490002, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-189.449997, -64.940002, -979.000000, 1.030000, 1.820000, 1.110000, 25.650000, -37.950001, -52.799999, 33.349998, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-182.130005, -74.709999, -989.750000, -2.500000, 2.270000, -3.820000, 25.650000, -37.500000, -51.299999, 33.590000, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-195.309998, -66.889999, -986.330017, -0.920000, 1.190000, -0.830000, 24.150000, -36.000000, -53.549999, 33.439999, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-186.520004, -62.990002, -978.520020, -2.340000, 0.930000, -1.600000, 25.650000, -37.500000, -53.849998, 33.349998, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-187.500000, -59.080002, -970.210022, -0.410000, -1.610000, -1.180000, 26.250000, -37.799999, -52.650002, 33.590000, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-194.820007, -62.990002, -979.489990, -2.340000, 1.170000, -1.240000, 24.000000, -37.049999, -52.950001, 33.349998, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-198.729996, -61.520000, -983.890015, -2.310000, -0.530000, -0.950000, 26.100000, -37.200001, -53.099998, 33.250000, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-190.919998, -59.080002, -995.119995, 0.080000, -5.060000, 2.540000, 25.650000, -37.500000, -53.099998, 33.439999, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-169.919998, -76.660004, -983.400024, 2.020000, -1.220000, 2.940000, 25.350000, -39.150002, -52.049999, 33.439999, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-144.529999, -124.510002, -784.179993, -22.670000, 5.860000, -5.240000, 25.350000, -37.500000, -53.099998, 33.590000, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-140.630005, 137.210007, -938.479980, -10.340000, 5.030000, -2.080000, 24.750000, -36.599998, -53.250000, 33.590000, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-196.779999, -75.680000, -979.489990, 0.160000, 0.400000, 2.420000, 25.049999, -38.099998, -52.950001, 33.490002, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-208.500000, -64.449997, -1008.299988, 0.700000, -3.070000, -0.230000, 25.799999, -37.349998, -52.200001, 33.349998, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-188.479996, -71.290001, -995.609985, -0.530000, -4.560000, 4.210000, 25.799999, -37.799999, -53.250000, 33.639999, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-207.520004, -143.550003, -994.630005, -0.850000, 13.370000, 8.130000, 25.049999, -37.799999, -52.200001, 33.160000, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-398.929993, 892.580017, 1999.939941, 38.730000, -18.620001, -183.119995, 24.150000, -37.200001, -54.599998, 33.349998, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-672.359985, 714.840027, 1999.939941, -69.980003, 49.759998, -199.029999, 14.700000, -40.349998, -63.599998, 33.439999, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
77.150002, -825.679993, -2000.000000, 65.949997, -10.710000, -207.940002, 11.850000, -35.849998, -86.250000, 33.490002, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-147.949997, -55.660000, -809.570007, -12.960000, -47.459999, -88.129997, 15.300000, -30.299999, -98.099998, 33.639999, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
490.230011, -178.710007, -2000.000000, -83.059998, 34.770000, -250.139999, 20.850000, -33.000000, -101.699997, 33.349998, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-593.750000, -376.950012, 1663.089966, -18.530001, 12.040000, 3.730000, 25.799999, -29.400000, -95.699997, 33.349998, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-624.510010, -871.090027, 1999.939941, 189.990005, -28.020000, 18.850000, 27.150000, -28.799999, -88.650002, 33.490002, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
254.880005, -1319.819946, -2000.000000, -128.820007, -101.709999, -250.139999, 22.650000, -29.100000, -77.550003, 33.590000, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-648.440002, 136.720001, 1999.939941, -199.889999, 14.150000, -250.139999, 15.600000, -30.299999, -70.349998, 33.299999, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-434.570007, 497.559998, 552.729980, -250.139999, -41.509998, -250.139999, 12.300000, -29.100000, -68.099998, 33.680000, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-56.150002, -93.260002, -1105.959961, 4.120000, -23.830000, 12.080000, 10.500000, -29.100000, -64.800003, 33.110001, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-198.729996, -62.990002, -983.400024, 1.830000, -4.360000, 1.870000, 10.500000, -30.750000, -64.050003, 33.299999, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-194.820007, -64.940002, -977.049988, -1.750000, -0.730000, -1.260000, 9.300000, -29.850000, -64.800003, 33.349998, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-191.410004, -66.889999, -986.330017, 1.050000, -0.490000, -0.150000, 9.300000, -29.100000, -65.550003, 33.250000, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-335.450012, 1.460000, -724.609985, -13.660000, -8.000000, 46.320000, 9.900000, -30.450001, -65.400002, 33.299999, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
803.710022, -2000.000000, -2000.000000, -41.939999, -40.080002, -94.019997, 7.650000, -27.450001, -65.699997, 33.639999, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-349.119995, 600.590027, -38.570000, -112.660004, 48.180000, 23.160000, 6.000000, -20.700001, -65.250000, 33.490002, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
122.070000, 379.390015, -478.029999, 30.480000, 126.410004, -169.320007, 3.300000, -17.850000, -66.150002, 33.349998, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-661.619995, 522.950012, 197.270004, -21.530001, -65.110001, -250.139999, 7.500000, -16.200001, -66.599998, 33.439999, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-495.609985, 130.369995, -57.130001, -127.239998, -63.169998, -121.019997, 3.600000, -7.200000, -65.699997, 33.299999, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-103.029999, 373.049988, -967.770020, 12.680000, 26.860001, -22.459999, 2.100000, 16.799999, -51.900002, 33.349998, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-461.910004, 293.950012, -733.890015, -22.200001, 53.480000, -86.529999, 0.300000, 17.549999, -51.900002, 33.490002, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-130.369995, 373.540009, -776.859985, 181.660004, 41.889999, 25.780001, -3.750000, 19.650000, -50.549999, 33.779999, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-174.320007, 468.750000, -1812.010010, -170.050003, 38.930000, -129.149994, -10.350000, 17.100000, -48.599998, 33.490002, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-557.619995, 343.260010, -410.640015, 250.130005, -224.500000, -88.209999, -2.100000, 19.350000, -55.200001, 33.490002, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-212.399994, 177.729996, -864.750000, -195.630005, 132.330002, -46.310001, 5.550000, 16.799999, -63.599998, 33.160000, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
-755.859985, 142.580002, -700.679993, -122.750000, 105.739998, -189.440002, -11.400000, 26.700001, -59.849998, 33.639999, , , 45.563904, 18.632811, 120.971008, 0, 0, 0.000000, 0.000000, 9999.000000, unknown, unknown
