-2.930000,0.980000,1009.770000,-0.180000,-1.220000,0.080000,0.032881,-0.032600
12.210000,-13.670000,1006.840000,-0.350000,-0.790000,-1.040000,-0.730515,0.027585
-51.270000,-16.110000,1103.030000,3.630000,-2.350000,0.630000,-0.479809,0.080535
-7.810000,0.000000,1015.630000,-1.100000,-1.020000,-0.220000,-0.153063,-0.138246
-1.950000,6.840000,1005.860000,-0.620000,-1.220000,0.090000,0.276291,-0.083269
42.480000,30.760000,1002.440000,-0.650000,-1.340000,6.980000,1.547206,0.149794
-47.360000,-24.900000,1008.790000,-0.470000,-0.590000,10.020000,-1.160868,-0.304790
-60.550000,-21.000000,1011.230000,-0.400000,-0.790000,3.680000,-1.227418,-0.380000
-7.810000,0.490000,1016.600000,-0.370000,-0.820000,0.140000,-0.133310,-0.114116
-2.930000,0.490000,1016.600000,-0.170000,-0.840000,0.220000,-0.004741,-0.043008
-2.930000,0.490000,1016.600000,-0.170000,-0.840000,0.220000,0.008142,-0.035944
-4.880000,0.980000,1014.650000,-0.660000,-1.020000,0.150000,-0.012396,-0.092293
4.390000,-6.350000,1015.630000,-0.630000,-0.720000,-0.260000,-0.383932,-0.046314
-0.980000,-14.650000,1026.370000,-1.370000,-0.610000,0.310000,-0.905616,-0.140424
13.670000,-5.370000,986.330000,-0.600000,-0.980000,0.030000,-0.428762,0.000601
-8.300000,-6.840000,1021.480000,-0.570000,-0.750000,-0.070000,-0.442779,-0.098076
-5.370000,-10.250000,1007.320000,-0.910000,-0.740000,-0.380000,-0.656085,-0.125235
5.370000,1.950000,1015.140000,-0.740000,-0.750000,-0.160000,-0.037145,-0.055124
-54.200000,-38.090000,1013.670000,-0.490000,-0.700000,-3.030000,-1.987973,-0.337544
22.950000,5.370000,1014.650000,-0.610000,-0.790000,-2.870000,0.017592,0.019218
22.950000,5.370000,1014.650000,-0.610000,-0.790000,-2.870000,0.216459,0.064447
5.370000,-0.490000,1008.790000,-0.640000,-1.150000,-2.440000,-0.064799,-0.025555
11.720000,21.970000,1010.740000,-0.470000,-1.090000,-2.020000,1.069983,0.013977
2.440000,13.670000,1014.160000,-0.620000,-0.710000,-0.640000,0.743149,-0.043831
-2.440000,6.840000,1023.440000,-0.310000,-0.760000,-0.050000,0.389518,-0.046757
-7.320000,-5.860000,1015.630000,-1.090000,-0.820000,-0.020000,-0.362820,-0.147256
27.830000,-1.460000,1011.230000,-0.690000,-0.690000,-0.550000,-0.176534,0.065409
-12.700000,4.390000,1014.650000,-0.900000,-0.500000,-0.230000,0.119588,-0.146271
