-3.420000,5.860000,1024.410000,-0.950000,-0.980000,-3.440000-0.783761,-0.818551
-3.420000,5.860000,1024.410000,-0.950000,-0.980000,-3.440000-1.447090,-1.595594
-7.810000,25.390000,1017.090000,-0.540000,-0.950000,-2.530000-1.563503,-1.959485
-3.420000,62.010000,1022.460000,-0.550000,-0.810000,1.650000-1.581784,-2.199424
-6.840000,-5.860000,1010.250000,-0.740000,-0.380000,1.390000-2.139099,-2.586325
54.200000,-35.160000,1014.160000,-1.720000,12.140000,2.970000-3.699836,-3.678144
-11.720000,1.460000,1030.270000,-1.930000,47.270000,6.470000-5.168816,-4.613938
-12.700000,-19.530000,1006.350000,-1.950000,57.000000,2.980000-6.289171,-5.598597
-91.310000,20.020000,1280.760000,-4.110000,63.340000,-1.220000-8.417160,-8.718333
-51.760000,54.690000,1143.550000,-18.230000,7.110000,0.660000-22.919680,-23.294342
-99.120000,47.850000,1061.040000,-38.310000,-5.170000,1.640000-54.600967,-50.805615
-60.060000,3.910000,1105.960000,-34.620000,-26.500000,-0.580000-101.264419,-63.415284
-60.060000,3.910000,1105.960000,-34.620000,-26.500000,-0.580000-165.652602,-51.811393
-47.360000,-32.230000,1035.160000,-35.390000,-41.370000,-2.770000-193.868533,-17.792382
-39.550000,-37.600000,1012.700000,-42.280000,-40.730000,-2.890000-209.136360,19.851380
-41.990000,-63.480000,1016.110000,-50.920000,-34.490000,-4.170000-236.407762,57.849442
-29.300000,-69.340000,975.100000,-57.660000,-32.160000,-5.560000-295.061381,83.529731
-18.070000,-149.410000,979.490000,-51.630000,-22.340000,-5.770000-481.653299,60.971444
-34.180000,-150.880000,997.560000,-44.850000,-38.320000,-10.070000-414.191335,67.557254
18.070000,-115.230000,1065.430000,-43.080000,-45.670000,-7.690000-343.073832,33.691375
52.730000,-65.920000,1023.930000,-48.040000,-61.650000,-7.150000-364.721680,-7.306225
43.950000,-125.980000,988.770000,-58.510000,-60.440000,-9.100000-378.794404,-57.302059
43.950000,-125.980000,988.770000,-58.510000,-60.440000,-9.100000-406.184066,-101.704854
69.340000,-145.020000,979.490000,-62.450000,-50.620000,-9.510000-295.929558,-134.673936
75.680000,-155.760000,980.960000,-66.770000,-37.010000,-7.480000-356.507086,-140.332682
118.160000,-216.800000,953.610000,-68.080000,-23.030000,-5.120000-385.360037,-184.344852
128.910000,-228.030000,974.610000,-63.900000,-7.600000,-7.500000-402.838174,-218.287221
96.680000,-233.400000,967.770000,-62.740000,-0.600000,-5.750000-415.253580,-239.423210
49.800000,-239.750000,989.260000,-58.430000,-6.370000,-8.210000-426.061584,-250.010710
111.330000,-220.700000,958.500000,-59.380000,-3.110000,-10.450000-432.416005,-254.025191
86.910000,-267.580000,980.470000,-64.370000,7.080000,-13.650000-413.535032,-256.659052
96.680000,-296.390000,959.470000,-65.450000,5.760000,-16.270000-378.710315,-275.752909
128.420000,-311.040000,995.120000,-70.220000,8.650000,-16.240000-561.632601,-309.766966
128.420000,-311.040000,995.120000,-70.220000,8.650000,-16.240000-548.581613,-217.418928
127.930000,-327.640000,940.430000,-72.310000,11.890000,-10.990000-566.045287,-132.737090
90.330000,-376.460000,965.330000,-79.350000,23.600000,-8.670000-562.931678,-54.745537
74.220000,-356.930000,931.640000,-83.050000,22.730000,-5.600000-597.029298,18.505850
62.010000,-416.020000,982.420000,-74.790000,12.980000,-4.470000-600.081251,55.172214
139.650000,-276.370000,845.700000,-54.950000,-22.050000,-6.780000-608.416748,78.546614
63.960000,-437.990000,839.840000,-83.380000,0.170000,-7.720000-609.163398,103.607868
125.980000,-428.710000,868.160000,-74.920000,8.140000,-8.760000-653.603407,123.573109
223.140000,-82.030000,469.240000,-49.720000,-20.320000,-5.650000-604.841993,98.922652
47.850000,-466.310000,755.860000,-68.310000,-4.070000,6.760000-570.004603,109.056927
91.310000,-508.300000,844.240000,-57.410000,0.610000,3.440000-558.753919,139.595333
91.310000,-508.300000,844.240000,-57.410000,0.610000,3.440000-553.079360,171.555946
123.540000,-518.070000,820.310000,-55.140000,0.400000,4.750000-547.809110,199.784900
49.320000,-539.060000,901.370000,-53.330000,-4.710000,6.260000-544.054554,224.573201
98.630000,-511.720000,813.960000,-50.080000,-10.720000,4.900000-540.631453,244.847564
95.210000,-562.990000,822.750000,-58.760000,-3.560000,2.480000-545.068865,270.910061
104.490000,-583.010000,800.780000,-48.870000,-4.760000,4.970000-195.203745,285.381497
87.400000,-631.840000,846.680000,-42.240000,-10.930000,2.850000-197.994567,291.308186
113.280000,-525.390000,791.020000,-30.170000,-19.470000,1.570000-190.886343,286.506449
112.300000,-537.600000,732.910000,-29.150000,-18.340000,1.110000-187.236694,282.355145
65.430000,-569.820000,778.320000,-35.130000,-7.970000,3.130000-186.061553,283.784359
98.140000,-585.450000,805.660000,-33.820000,-7.310000,1.970000-190.495543,284.198989
98.140000,-585.450000,805.660000,-33.820000,-7.310000,1.970000-192.934734,284.122598
83.500000,-614.260000,821.290000,-39.180000,-2.160000,1.960000-202.743258,288.219457
108.400000,-646.970000,793.460000,-40.150000,6.950000,1.940000-223.230972,290.669610
116.210000,-626.460000,771.970000,-43.050000,13.710000,2.330000-259.430340,287.311841
106.930000,-662.600000,762.210000,-43.080000,11.790000,0.520000-306.584449,265.079668
89.840000,-675.290000,811.520000,-44.110000,7.370000,3.020000-242.767645,214.021408
68.360000,-665.040000,772.460000,-44.770000,6.050000,4.940000-259.253318,206.570357
83.500000,-673.830000,748.540000,-49.790000,3.890000,1.960000-278.849044,192.384173
81.540000,-680.180000,698.240000,-47.120000,0.050000,1.190000-295.849298,166.050769
67.870000,-688.960000,671.390000,-39.030000,0.240000,0.120000-304.445711,134.844631
97.660000,-696.290000,700.200000,-29.440000,-1.490000,-0.770000-302.349698,107.707418
97.660000,-696.290000,700.200000,-29.440000,-1.490000,-0.770000-297.391797,84.070961
92.770000,-708.500000,735.840000,-27.340000,-6.440000,-4.310000-358.804768,68.255222
79.590000,-701.660000,707.520000,-30.760000,-8.290000,-3.050000-360.829736,35.107747
84.470000,-719.240000,686.520000,-32.700000,-5.200000,-2.050000-358.691406,3.521647
74.220000,-730.470000,651.860000,-31.080000,0.630000,-0.850000-354.408371,-23.473254
86.910000,-747.070000,663.090000,-23.950000,0.790000,-1.280000-343.951066,-41.445874
128.910000,-770.510000,643.070000,-21.820000,-3.540000,2.990000-334.755906,-55.952060
69.820000,-719.730000,658.200000,-12.440000,-10.390000,1.930000-313.280259,-60.685808
75.200000,-750.000000,672.850000,-8.180000,-9.870000,-0.190000-282.583307,-59.260063
88.380000,-737.790000,672.360000,-7.260000,-11.180000,-1.180000-249.205843,-53.636223
83.010000,-750.980000,667.970000,-8.610000,-3.900000,0.780000-231.949844,-46.207797
90.330000,-758.790000,708.500000,-10.090000,-5.020000,1.550000-217.732559,-37.222273
90.330000,-758.790000,708.500000,-10.090000,-5.020000,1.550000-206.530004,-27.391346
101.070000,-766.600000,709.960000,-12.890000,-7.080000,0.450000-200.096568,-14.843579
110.840000,-769.040000,684.570000,-12.690000,-3.710000,0.980000-195.330849,-3.332541
98.140000,-772.460000,653.320000,-10.590000,-3.890000,0.370000-189.811366,5.757156
